"id","fecha","activo","precio","volumen","cambio","sector"
1281,"2024-06-21","AMZN","336.45",5934,"1.21","Retail"
1282,"2024-03-25","MSFT","690.90",10017,"3.12","Tech"
1283,"2024-01-18","AMZN","168.60",4311,"1.55","Retail"
1284,"2024-01-23","MSFT","662.77",6100,"-0.93","Retail"
1285,"2024-04-20","MSFT","905.65",1910,"-4.24","Retail"
1286,"2024-03-12","AAPL","643.13",3916,"-4.26","Retail"
1287,"2024-03-30","AMZN","610.46",1860,"0.46","Retail"
1288,"2024-03-18","TSLA","369.45",8835,"1.56","Tech"
1289,"2024-04-06","AAPL","999.15",6633,"0.84","Auto"
1290,"2024-02-09","MSFT","685.38",6753,"3.07","Tech"
1291,"2024-02-20","MSFT","704.00",5430,"-3.83","Tech"
1292,"2024-05-22","TSLA","997.23",10410,"1.41","Auto"
1293,"2024-04-10","AMZN","222.41",8277,"-4.81","Tech"
1294,"2024-01-27","AMZN","414.66",8564,"-3.50","Tech"
1295,"2024-04-28","MSFT","851.12",6994,"-2.76","Retail"
1296,"2024-03-05","GOOG","274.93",3364,"3.17","Retail"
1297,"2024-01-26","AAPL","559.92",4995,"2.42","Retail"
1298,"2024-04-12","GOOG","369.01",7678,"2.47","Auto"
1299,"2024-05-11","GOOG","506.19",7714,"1.18","Tech"
1300,"2024-05-04","MSFT","703.92",7460,"1.94","Auto"
1301,"2024-05-07","GOOG","938.07",4848,"1.26","Auto"
1302,"2024-06-07","AMZN","395.58",9842,"0.86","Auto"
1303,"2024-01-05","GOOG","133.64",10186,"-4.87","Tech"
1304,"2024-04-26","AMZN","985.18",9635,"4.14","Auto"
1305,"2024-03-27","GOOG","644.90",2374,"3.64","Retail"
1306,"2024-06-09","TSLA","969.42",6497,"-3.52","Tech"
1307,"2024-02-29","TSLA","194.98",5227,"-0.92","Tech"
1308,"2024-01-05","GOOG","884.39",10839,"1.62","Tech"
1309,"2024-03-14","AMZN","340.10",5463,"3.58","Retail"
1310,"2024-04-01","AAPL","167.07",2520,"-2.82","Retail"
1311,"2024-03-01","AMZN","204.84",5170,"-4.90","Retail"
1312,"2024-06-24","AMZN","544.80",6240,"0.02","Retail"
1313,"2024-06-15","AMZN","676.59",3475,"2.18","Retail"
1314,"2024-05-14","TSLA","188.38",8955,"-4.36","Retail"
1315,"2024-02-02","AAPL","704.98",6150,"-2.16","Retail"
1316,"2024-02-18","TSLA","985.87",7289,"3.74","Tech"
1317,"2024-01-06","MSFT","376.32",6235,"4.09","Retail"
1318,"2024-06-10","GOOG","115.21",6182,"0.79","Auto"
1319,"2024-06-11","AMZN","825.65",4553,"1.40","Tech"
1320,"2024-01-20","AMZN","578.43",5445,"-1.63","Tech"
1321,"2024-01-01","AAPL","849.28",1641,"-3.11","Tech"
1322,"2024-06-11","TSLA","873.14",4793,"0.78","Tech"
1323,"2024-04-20","MSFT","296.17",7733,"3.49","Tech"
1324,"2024-04-01","MSFT","585.19",1662,"-1.50","Tech"
1325,"2024-04-07","MSFT","772.21",10276,"-2.49","Tech"
1326,"2024-02-03","AAPL","329.43",3016,"-1.88","Auto"
1327,"2024-05-16","TSLA","293.19",9023,"2.18","Tech"
1328,"2024-06-11","TSLA","968.92",8780,"4.42","Tech"
1329,"2024-06-14","AAPL","664.17",2728,"-1.96","Auto"
1330,"2024-02-08","AMZN","447.60",8010,"-1.20","Auto"
1331,"2024-06-26","TSLA","159.79",9688,"3.78","Auto"
1332,"2024-06-18","TSLA","102.79",1048,"3.28","Tech"
1333,"2024-05-09","MSFT","473.93",7650,"-3.46","Retail"
1334,"2024-01-10","AMZN","447.91",7961,"2.09","Auto"
1335,"2024-03-07","GOOG","614.88",6810,"-2.50","Auto"
1336,"2024-06-27","TSLA","558.27",3821,"1.06","Auto"
1337,"2024-04-10","AAPL","559.04",1494,"-4.89","Auto"
1338,"2024-06-17","AMZN","448.73",8845,"4.82","Tech"
1339,"2024-05-28","GOOG","563.82",2794,"3.32","Auto"
1340,"2024-04-08","TSLA","325.32",3633,"-2.64","Tech"
1341,"2024-01-17","GOOG","302.36",10146,"0.60","Auto"
1342,"2024-06-07","GOOG","576.44",2933,"1.85","Auto"
1343,"2024-01-08","TSLA","668.16",5261,"2.80","Tech"
1344,"2024-05-01","MSFT","809.38",4827,"-0.90","Tech"
1345,"2024-01-02","GOOG","924.86",2185,"-1.53","Auto"
1346,"2024-03-12","AAPL","235.13",1130,"0.86","Retail"
1347,"2024-06-15","TSLA","789.94",10963,"-2.39","Retail"
1348,"2024-05-27","GOOG","525.40",2729,"4.35","Retail"
1349,"2024-04-21","TSLA","720.11",6414,"3.04","Auto"
1350,"2024-04-20","AAPL","541.50",7339,"4.78","Tech"
1351,"2024-03-07","GOOG","470.99",5420,"4.45","Tech"
1352,"2024-01-29","AMZN","877.68",10186,"3.51","Retail"
1353,"2024-03-06","MSFT","664.15",9781,"2.00","Tech"
1354,"2024-01-20","GOOG","695.52",9439,"-4.41","Auto"
1355,"2024-05-20","GOOG","904.74",9506,"4.54","Auto"
1356,"2024-04-28","TSLA","961.72",6244,"4.80","Tech"
1357,"2024-06-02","GOOG","139.08",3194,"-4.61","Tech"
1358,"2024-03-03","AAPL","922.59",5207,"-2.49","Auto"
1359,"2024-06-04","GOOG","140.04",5855,"-1.97","Tech"
1360,"2024-05-25","GOOG","119.73",10826,"3.78","Retail"
1361,"2024-01-02","MSFT","920.23",8890,"2.37","Tech"
1362,"2024-06-28","TSLA","551.06",8130,"2.02","Retail"
1363,"2024-01-19","AMZN","359.04",5004,"-3.64","Auto"
1364,"2024-06-28","MSFT","706.03",3415,"-3.13","Auto"
1365,"2024-01-16","MSFT","557.01",2756,"-1.44","Retail"
1366,"2024-04-09","MSFT","382.94",1394,"-3.94","Retail"
1367,"2024-04-12","GOOG","185.25",4003,"-2.10","Auto"
1368,"2024-02-22","AAPL","157.28",1613,"-4.57","Retail"
1369,"2024-03-16","GOOG","710.54",10856,"-4.19","Auto"
1370,"2024-06-14","AMZN","605.08",10580,"-2.45","Tech"
1371,"2024-02-19","TSLA","527.41",5133,"-4.37","Tech"
1372,"2024-06-24","GOOG","728.73",9440,"-3.31","Tech"
1373,"2024-01-08","MSFT","680.31",1565,"-3.50","Retail"
1374,"2024-06-29","TSLA","280.91",9106,"3.94","Retail"
1375,"2024-01-27","TSLA","442.36",10220,"-4.42","Tech"
1376,"2024-01-22","MSFT","903.50",6236,"2.46","Retail"
1377,"2024-04-23","AMZN","999.41",5068,"2.10","Retail"
1378,"2024-04-09","TSLA","790.17",3927,"3.87","Auto"
1379,"2024-01-23","MSFT","635.25",8774,"-4.29","Retail"
1380,"2024-03-11","AAPL","624.03",1468,"-2.52","Auto"
1381,"2024-01-27","AMZN","457.25",6146,"-2.45","Tech"
1382,"2024-03-26","AMZN","719.85",3911,"-1.72","Retail"
1383,"2024-01-02","GOOG","294.19",1665,"-0.09","Tech"
1384,"2024-01-10","AAPL","632.87",6870,"1.81","Tech"
1385,"2024-04-13","TSLA","477.37",7612,"-3.43","Tech"
1386,"2024-02-16","MSFT","587.88",3753,"-3.85","Tech"
1387,"2024-05-30","MSFT","652.56",7781,"-3.50","Retail"
1388,"2024-02-19","AAPL","692.86",1100,"-1.21","Retail"
1389,"2024-02-05","MSFT","127.32",10738,"2.23","Tech"
1390,"2024-02-11","GOOG","948.75",7441,"2.68","Tech"
1391,"2024-03-06","AAPL","449.54",5166,"-2.29","Auto"
1392,"2024-03-12","AMZN","590.14",8409,"4.79","Retail"
1393,"2024-06-25","AAPL","618.57",4604,"-3.67","Tech"
1394,"2024-01-25","GOOG","669.38",10032,"-4.81","Auto"
1395,"2024-03-08","MSFT","515.88",6808,"3.69","Retail"
1396,"2024-04-23","MSFT","914.90",3948,"-0.41","Retail"
1397,"2024-02-07","AAPL","356.71",6183,"0.72","Auto"
1398,"2024-02-17","TSLA","737.17",9762,"0.34","Tech"
1399,"2024-01-02","MSFT","554.55",5897,"-1.02","Retail"
1400,"2024-05-24","MSFT","406.91",9952,"3.20","Auto"
1401,"2024-01-29","AMZN","739.64",1198,"-0.80","Auto"
1402,"2024-01-18","MSFT","794.19",2926,"-3.35","Auto"
1403,"2024-02-24","TSLA","171.25",3383,"4.83","Auto"
1404,"2024-04-09","TSLA","281.70",2156,"3.52","Tech"
1405,"2024-02-05","MSFT","877.21",8478,"-1.24","Tech"
1406,"2024-02-14","MSFT","512.81",2022,"3.22","Tech"
1407,"2024-04-09","AMZN","553.24",7175,"2.96","Retail"
1408,"2024-01-17","TSLA","451.37",7220,"-3.39","Tech"
1409,"2024-01-16","AMZN","404.56",3261,"-2.07","Retail"
1410,"2024-03-23","AAPL","476.00",8567,"0.02","Tech"
1411,"2024-04-02","AMZN","229.70",4991,"1.91","Retail"
1412,"2024-01-31","MSFT","508.83",3542,"3.45","Retail"
1413,"2024-01-17","MSFT","963.23",10148,"-0.34","Tech"
1414,"2024-03-23","AMZN","586.80",7534,"-2.97","Auto"
1415,"2024-01-28","MSFT","518.62",8798,"-3.41","Auto"
1416,"2024-03-18","GOOG","193.06",8293,"0.06","Retail"
1417,"2024-02-14","MSFT","164.62",4811,"-0.38","Retail"
1418,"2024-04-14","MSFT","742.00",1680,"4.39","Auto"
1419,"2024-06-09","GOOG","305.73",7287,"-3.39","Tech"
1420,"2024-05-25","AAPL","234.14",4635,"1.16","Tech"
1421,"2024-03-10","GOOG","191.29",9756,"-4.93","Retail"
1422,"2024-01-27","AMZN","125.26",6222,"-2.84","Auto"
1423,"2024-02-22","GOOG","102.82",1718,"3.97","Retail"
1424,"2024-03-13","MSFT","608.46",8072,"-0.27","Tech"
1425,"2024-05-05","TSLA","101.55",10188,"-0.88","Retail"
1426,"2024-01-09","MSFT","812.24",9066,"2.46","Auto"
1427,"2024-02-20","GOOG","709.91",3006,"4.77","Tech"
1428,"2024-03-15","TSLA","697.57",1320,"-0.14","Tech"
1429,"2024-05-16","AAPL","949.91",8877,"-1.02","Retail"
1430,"2024-05-28","AAPL","169.06",10753,"-2.65","Auto"
1431,"2024-03-05","AMZN","172.19",7924,"-0.87","Tech"
1432,"2024-01-02","MSFT","255.04",3351,"-3.99","Retail"
1433,"2024-05-27","AMZN","772.97",8662,"-3.46","Auto"
1434,"2024-05-03","TSLA","168.59",1985,"3.76","Tech"
1435,"2024-03-24","MSFT","961.93",3936,"-4.55","Auto"
1436,"2024-03-24","GOOG","877.37",1628,"0.11","Auto"
1437,"2024-03-20","GOOG","614.49",3948,"0.46","Tech"
1438,"2024-03-07","AMZN","482.32",10957,"3.36","Auto"
1439,"2024-06-14","GOOG","149.02",4848,"2.86","Retail"
1440,"2024-04-29","AMZN","986.60",10320,"4.10","Tech"
1441,"2024-02-07","TSLA","507.32",9998,"-3.82","Auto"
1442,"2024-04-28","AMZN","426.35",6555,"-2.29","Tech"
1443,"2024-02-05","AMZN","125.10",4478,"2.07","Auto"
1444,"2024-05-31","TSLA","677.22",2165,"2.12","Retail"
1445,"2024-01-24","MSFT","666.32",9488,"-2.02","Retail"
1446,"2024-05-30","TSLA","674.89",4318,"1.93","Auto"
1447,"2024-05-31","GOOG","714.81",5790,"1.78","Tech"
1448,"2024-02-24","TSLA","249.59",9967,"4.95","Auto"
1449,"2024-03-14","MSFT","431.05",8813,"2.43","Tech"
1450,"2024-02-13","AMZN","431.03",2189,"0.09","Tech"
1451,"2024-02-28","MSFT","800.21",4437,"3.03","Auto"
1452,"2024-04-21","GOOG","952.85",7057,"-3.25","Tech"
1453,"2024-01-28","GOOG","199.56",8733,"-3.28","Tech"
1454,"2024-05-21","AAPL","907.75",6268,"1.82","Tech"
1455,"2024-03-29","AAPL","781.26",3368,"4.96","Retail"
1456,"2024-01-24","AMZN","483.10",7270,"-0.33","Auto"
1457,"2024-05-23","TSLA","546.23",9860,"0.27","Retail"
1458,"2024-03-17","MSFT","565.30",3630,"2.95","Tech"
1459,"2024-05-24","TSLA","795.14",6156,"0.30","Retail"
1460,"2024-04-15","AMZN","374.11",9630,"-3.61","Auto"
1461,"2024-05-12","AAPL","996.20",10169,"0.84","Retail"
1462,"2024-03-28","MSFT","534.80",3831,"4.70","Auto"
1463,"2024-01-21","GOOG","443.83",10811,"2.06","Retail"
1464,"2024-06-05","GOOG","129.19",4770,"-4.73","Auto"
1465,"2024-05-25","GOOG","455.98",8598,"0.09","Tech"
1466,"2024-04-08","AAPL","434.37",5412,"-4.29","Tech"
1467,"2024-06-12","MSFT","930.41",9718,"-3.41","Tech"
1468,"2024-01-03","AMZN","725.83",2117,"2.49","Tech"
1469,"2024-06-09","MSFT","612.34",8288,"1.35","Tech"
1470,"2024-06-21","MSFT","591.12",10886,"-0.76","Auto"
1471,"2024-05-21","AMZN","949.82",4312,"4.56","Retail"
1472,"2024-04-09","AMZN","643.82",1213,"2.15","Auto"
1473,"2024-02-29","TSLA","424.08",4756,"1.41","Auto"
1474,"2024-05-14","MSFT","380.91",4660,"-2.92","Retail"
1475,"2024-03-14","TSLA","984.41",1818,"-1.32","Retail"
1476,"2024-05-08","GOOG","416.64",5986,"-4.33","Tech"
1477,"2024-06-08","TSLA","618.36",6981,"4.54","Tech"
1478,"2024-06-19","GOOG","409.20",7661,"-2.12","Retail"
1479,"2024-06-23","AMZN","724.17",7556,"-2.02","Retail"
1480,"2024-06-16","TSLA","381.39",3420,"4.75","Retail"
1481,"2024-06-14","AMZN","401.18",9233,"-2.24","Auto"
1482,"2024-05-04","AAPL","189.11",8890,"-2.01","Tech"
1483,"2024-01-24","TSLA","729.42",7819,"-1.66","Auto"
1484,"2024-02-09","MSFT","213.05",5538,"-0.33","Auto"
1485,"2024-02-10","MSFT","313.11",3923,"4.24","Retail"
1486,"2024-05-28","AMZN","572.46",7466,"-0.64","Auto"
1487,"2024-02-22","MSFT","381.99",5299,"-1.64","Auto"
1488,"2024-06-18","AMZN","818.66",3822,"0.21","Auto"
1489,"2024-06-17","MSFT","286.09",4391,"-3.02","Retail"
1490,"2024-01-08","AAPL","339.59",7214,"1.49","Auto"
1491,"2024-02-13","MSFT","171.67",1340,"2.56","Retail"
1492,"2024-03-20","GOOG","593.75",9618,"-0.10","Retail"
1493,"2024-01-22","TSLA","924.44",6696,"-2.47","Tech"
1494,"2024-04-22","AAPL","313.77",10846,"-3.74","Tech"
1495,"2024-04-21","TSLA","847.05",2295,"4.74","Auto"
1496,"2024-01-12","TSLA","197.11",9454,"-4.53","Tech"
1497,"2024-02-08","AAPL","307.43",2470,"0.36","Tech"
1498,"2024-06-06","GOOG","340.53",5701,"-3.13","Auto"
1499,"2024-03-03","MSFT","383.17",5252,"-4.73","Tech"
1500,"2024-02-21","AAPL","181.19",10406,"2.68","Auto"
1501,"2024-03-14","TSLA","362.08",1325,"-1.18","Tech"
1502,"2024-01-22","GOOG","726.98",1378,"2.12","Auto"
1503,"2024-05-09","AAPL","685.97",9895,"-0.11","Auto"
1504,"2024-04-04","AAPL","216.33",9473,"-2.09","Auto"
1505,"2024-04-14","GOOG","923.56",9024,"2.88","Tech"
1506,"2024-02-27","GOOG","263.72",3212,"3.30","Tech"
1507,"2024-03-08","AAPL","310.85",5858,"1.07","Auto"
1508,"2024-05-19","MSFT","726.01",5551,"-3.91","Retail"
1509,"2024-05-06","MSFT","515.14",8556,"0.00","Retail"
1510,"2024-02-16","AAPL","766.27",7196,"0.77","Auto"
1511,"2024-05-03","AMZN","319.11",5154,"3.61","Retail"
1512,"2024-04-22","TSLA","644.98",6249,"1.25","Tech"
1513,"2024-05-30","AAPL","298.65",3799,"-2.17","Auto"
1514,"2024-04-14","GOOG","104.96",1780,"-4.47","Auto"
1515,"2024-05-09","TSLA","635.31",2117,"3.45","Tech"
1516,"2024-05-30","GOOG","259.20",5678,"1.71","Auto"
1517,"2024-04-28","MSFT","486.86",2901,"-4.83","Auto"
1518,"2024-03-23","AMZN","317.67",2489,"-0.21","Auto"
1519,"2024-03-12","AMZN","320.37",10648,"-1.83","Tech"
1520,"2024-02-04","TSLA","228.96",5303,"-1.95","Retail"
1521,"2024-03-26","AMZN","944.62",5033,"-0.45","Retail"
1522,"2024-05-09","GOOG","563.99",5468,"1.39","Auto"
1523,"2024-01-08","GOOG","667.39",7838,"-0.30","Auto"
1524,"2024-06-25","GOOG","812.14",1142,"-3.07","Auto"
1525,"2024-04-23","MSFT","646.79",7343,"-0.59","Auto"
1526,"2024-01-30","MSFT","134.20",7032,"1.57","Retail"
1527,"2024-06-12","AAPL","436.83",2888,"-4.01","Tech"
1528,"2024-01-12","TSLA","556.31",7820,"-4.63","Tech"
1529,"2024-03-30","TSLA","549.32",10725,"1.55","Retail"
1530,"2024-06-21","MSFT","895.62",7978,"-3.09","Retail"
1531,"2024-02-26","AMZN","902.44",6223,"2.19","Tech"
1532,"2024-02-23","AMZN","327.91",7309,"0.07","Retail"
1533,"2024-04-24","MSFT","292.50",6298,"-1.55","Tech"
1534,"2024-03-06","MSFT","986.91",8158,"2.95","Tech"
1535,"2024-03-31","TSLA","679.32",8142,"-0.62","Tech"
1536,"2024-01-07","AMZN","317.07",7087,"-4.98","Retail"
1537,"2024-05-27","AMZN","718.99",2971,"4.96","Auto"
1538,"2024-05-04","MSFT","602.17",2024,"1.72","Retail"
1539,"2024-03-24","MSFT","508.10",5844,"4.55","Tech"
1540,"2024-04-01","AMZN","268.68",3488,"1.36","Auto"
1541,"2024-05-06","AMZN","317.79",4129,"-2.18","Retail"
1542,"2024-06-21","MSFT","557.64",6384,"0.59","Retail"
1543,"2024-01-27","TSLA","963.01",2192,"0.98","Retail"
1544,"2024-04-23","MSFT","669.47",1263,"0.44","Tech"
1545,"2024-01-06","TSLA","431.47",1735,"0.54","Auto"
1546,"2024-01-10","TSLA","259.76",7156,"-3.00","Retail"
1547,"2024-03-11","GOOG","731.63",10380,"-1.18","Auto"
1548,"2024-03-06","TSLA","163.18",1539,"-4.30","Auto"
1549,"2024-03-13","AAPL","133.15",3997,"0.65","Auto"
1550,"2024-03-17","AMZN","856.71",1025,"4.31","Tech"
1551,"2024-05-23","GOOG","123.53",4701,"0.54","Auto"
1552,"2024-03-23","AAPL","396.08",10034,"0.81","Auto"
1553,"2024-06-09","TSLA","421.70",9023,"-4.97","Retail"
1554,"2024-02-10","GOOG","800.24",5006,"-3.24","Retail"
1555,"2024-06-13","AAPL","236.50",9559,"0.68","Auto"
1556,"2024-04-30","MSFT","241.71",6322,"-3.88","Auto"
1557,"2024-05-05","GOOG","186.44",10648,"2.61","Retail"
1558,"2024-03-27","TSLA","361.52",7787,"-4.74","Retail"
1559,"2024-04-17","AMZN","534.24",1078,"1.30","Auto"
1560,"2024-05-19","AAPL","333.60",8316,"-4.38","Retail"
1561,"2024-04-29","AAPL","729.81",5588,"3.20","Retail"
1562,"2024-06-04","TSLA","811.91",10989,"2.70","Auto"
1563,"2024-01-22","GOOG","755.32",7926,"1.95","Retail"
1564,"2024-02-21","AMZN","133.96",6335,"2.38","Auto"
1565,"2024-06-02","TSLA","234.62",3563,"4.10","Retail"
1566,"2024-03-22","AAPL","232.22",10118,"-2.69","Auto"
1567,"2024-03-26","AMZN","983.84",6678,"-0.01","Auto"
1568,"2024-03-01","AMZN","206.12",1440,"-1.54","Tech"
1569,"2024-02-24","MSFT","596.78",4129,"3.97","Auto"
1570,"2024-01-06","MSFT","791.63",5619,"4.43","Retail"
1571,"2024-03-30","AMZN","140.41",5789,"-3.55","Retail"
1572,"2024-02-29","TSLA","353.64",3525,"4.27","Auto"
1573,"2024-05-19","AAPL","581.14",2505,"2.73","Retail"
1574,"2024-02-20","AAPL","796.96",1119,"0.55","Auto"
1575,"2024-05-17","MSFT","478.22",9187,"-2.04","Tech"
1576,"2024-02-15","TSLA","726.77",4724,"2.91","Retail"
1577,"2024-05-31","AMZN","771.60",1075,"4.67","Retail"
1578,"2024-05-24","AAPL","336.23",7199,"-0.64","Retail"
1579,"2024-03-26","AAPL","280.68",2936,"-0.70","Retail"
1580,"2024-03-27","TSLA","950.72",10577,"-2.40","Auto"
1581,"2024-04-06","AAPL","851.36",8745,"-4.25","Auto"
1582,"2024-02-25","MSFT","667.46",9836,"0.18","Auto"
1583,"2024-05-24","TSLA","890.64",3646,"0.87","Retail"
1584,"2024-01-12","AAPL","918.85",1567,"-3.32","Auto"
1585,"2024-06-03","TSLA","227.16",9599,"-4.20","Retail"
1586,"2024-05-31","TSLA","131.38",4012,"-2.08","Auto"
1587,"2024-04-15","MSFT","353.16",2227,"2.53","Retail"
1588,"2024-04-17","TSLA","194.18",2072,"1.81","Retail"
1589,"2024-03-24","MSFT","908.92",2137,"-4.94","Retail"
1590,"2024-01-04","AAPL","895.31",10841,"1.63","Auto"
1591,"2024-01-21","MSFT","809.38",8962,"-1.57","Tech"
1592,"2024-03-05","GOOG","145.22",5102,"-1.37","Auto"
1593,"2024-05-04","GOOG","739.44",3145,"2.33","Tech"
1594,"2024-06-20","AAPL","667.37",3375,"-3.28","Tech"
1595,"2024-05-03","AAPL","788.55",6347,"1.25","Retail"
1596,"2024-06-11","GOOG","291.77",9139,"-3.28","Retail"
1597,"2024-06-15","TSLA","167.39",7775,"3.24","Retail"
1598,"2024-01-04","AMZN","885.81",2070,"-2.42","Auto"
1599,"2024-03-08","MSFT","489.23",9850,"3.85","Tech"
1600,"2024-03-23","MSFT","215.39",2998,"4.63","Retail"
1601,"2024-02-19","AMZN","942.45",2567,"-3.73","Auto"
1602,"2024-02-16","AMZN","499.85",7524,"1.84","Tech"
1603,"2024-02-06","AAPL","516.02",5637,"2.61","Retail"
1604,"2024-01-06","AAPL","931.13",6622,"-1.95","Tech"
1605,"2024-02-18","AAPL","807.63",4151,"3.57","Retail"
1606,"2024-02-04","GOOG","398.95",5652,"-4.44","Tech"
1607,"2024-06-16","AAPL","624.57",2155,"-2.40","Auto"
1608,"2024-05-07","MSFT","166.42",3731,"-0.08","Auto"
1609,"2024-05-08","AAPL","405.11",6024,"4.05","Retail"
1610,"2024-03-01","GOOG","389.70",7045,"3.04","Retail"
1611,"2024-02-09","AMZN","129.69",1573,"1.70","Tech"
1612,"2024-05-22","AAPL","427.60",5961,"-1.24","Retail"
1613,"2024-01-02","MSFT","944.87",4132,"3.74","Auto"
1614,"2024-04-12","AMZN","379.50",5009,"3.94","Retail"
1615,"2024-06-28","MSFT","193.47",9114,"-0.73","Tech"
1616,"2024-04-16","AMZN","740.45",2069,"-4.10","Auto"
1617,"2024-01-23","MSFT","702.14",6436,"-1.34","Auto"
1618,"2024-04-17","TSLA","208.70",5997,"0.37","Retail"
1619,"2024-06-25","AMZN","697.35",2129,"-3.65","Tech"
1620,"2024-02-25","MSFT","369.37",4228,"4.54","Auto"
1621,"2024-05-06","AAPL","927.54",9938,"-2.61","Retail"
1622,"2024-03-04","AAPL","551.97",7576,"-4.51","Retail"
1623,"2024-01-16","AMZN","292.53",9263,"0.56","Auto"
1624,"2024-04-30","AMZN","965.04",4287,"-4.52","Auto"
1625,"2024-03-06","GOOG","798.44",6446,"3.70","Auto"
1626,"2024-01-27","TSLA","968.43",4203,"-2.11","Tech"
1627,"2024-04-02","GOOG","754.63",5942,"-4.07","Auto"
1628,"2024-03-15","TSLA","871.54",5050,"0.67","Retail"
1629,"2024-06-17","GOOG","321.00",4858,"-2.15","Retail"
1630,"2024-01-10","MSFT","517.87",2096,"2.86","Retail"
1631,"2024-04-21","AMZN","122.67",7258,"-4.86","Tech"
1632,"2024-04-09","AMZN","753.67",6442,"2.01","Auto"
1633,"2024-01-28","MSFT","888.72",5898,"-1.52","Auto"
1634,"2024-05-25","AMZN","170.51",8283,"0.64","Auto"
1635,"2024-04-12","AAPL","849.44",5543,"-4.00","Tech"
1636,"2024-01-06","MSFT","921.58",8822,"2.12","Auto"
1637,"2024-05-18","GOOG","507.66",7051,"-1.77","Retail"
1638,"2024-02-25","GOOG","490.91",9359,"-4.68","Retail"
1639,"2024-02-08","GOOG","811.75",9738,"-4.81","Tech"
1640,"2024-01-20","AAPL","247.92",5058,"1.31","Auto"
1641,"2024-06-28","TSLA","576.07",9478,"-0.28","Retail"
1642,"2024-02-09","AAPL","638.59",6045,"4.06","Auto"
1643,"2024-03-06","MSFT","877.85",3771,"3.86","Retail"
1644,"2024-06-15","MSFT","429.14",5035,"4.18","Tech"
1645,"2024-05-04","AAPL","673.31",4679,"-3.12","Retail"
1646,"2024-03-20","GOOG","533.17",7789,"-1.08","Tech"
1647,"2024-03-12","MSFT","208.86",8823,"1.99","Tech"
1648,"2024-03-24","AAPL","902.40",4442,"-1.96","Retail"
1649,"2024-05-26","MSFT","145.16",3149,"0.01","Retail"
1650,"2024-04-13","GOOG","796.00",2782,"-3.52","Auto"
1651,"2024-06-21","TSLA","522.23",7432,"-4.70","Tech"
1652,"2024-03-20","AAPL","788.35",1823,"1.40","Retail"
1653,"2024-02-24","MSFT","139.39",5812,"4.50","Retail"
1654,"2024-05-10","AAPL","748.07",5727,"1.28","Retail"
1655,"2024-05-24","AAPL","173.58",7499,"2.02","Auto"
1656,"2024-03-24","MSFT","826.33",1979,"2.28","Tech"
1657,"2024-03-12","TSLA","945.33",3747,"2.45","Retail"
1658,"2024-04-19","TSLA","760.97",9385,"-4.09","Retail"
1659,"2024-02-04","GOOG","363.89",6760,"-4.43","Tech"
1660,"2024-01-19","MSFT","706.35",5220,"1.73","Auto"
1661,"2024-02-20","TSLA","137.74",10916,"-3.70","Auto"
1662,"2024-05-21","GOOG","538.01",3032,"-3.05","Auto"
1663,"2024-05-25","AAPL","790.28",8852,"-2.16","Tech"
1664,"2024-05-24","GOOG","873.93",6845,"0.30","Tech"
1665,"2024-03-02","MSFT","603.13",6999,"-0.41","Tech"
1666,"2024-01-12","AMZN","113.11",7745,"0.46","Auto"
1667,"2024-05-27","AAPL","198.69",5478,"-1.50","Tech"
1668,"2024-03-02","GOOG","100.83",3985,"0.21","Retail"
1669,"2024-06-09","GOOG","628.75",3156,"-1.10","Retail"
1670,"2024-03-01","GOOG","620.92",3170,"-4.83","Tech"
1671,"2024-06-07","TSLA","685.63",2991,"-4.02","Auto"
1672,"2024-05-04","GOOG","560.53",9751,"-2.28","Auto"
1673,"2024-01-22","GOOG","820.59",10748,"3.00","Retail"
1674,"2024-06-21","TSLA","547.89",1663,"0.19","Tech"
1675,"2024-03-13","AAPL","717.53",5700,"2.58","Auto"
1676,"2024-05-19","AAPL","675.37",6498,"-0.95","Auto"
1677,"2024-02-06","GOOG","186.50",8237,"0.77","Auto"
1678,"2024-03-25","AMZN","574.90",1553,"1.34","Retail"
1679,"2024-06-18","GOOG","714.58",5107,"2.53","Retail"
1680,"2024-02-04","GOOG","654.78",3414,"-0.56","Tech"
1681,"2024-04-26","TSLA","850.72",6304,"2.00","Retail"
1682,"2024-03-24","MSFT","442.58",9302,"-4.29","Tech"
1683,"2024-02-04","AAPL","497.83",1122,"2.84","Retail"
1684,"2024-04-24","AMZN","584.82",8303,"-2.81","Auto"
1685,"2024-02-25","AAPL","166.02",1204,"2.70","Tech"
1686,"2024-02-23","AAPL","776.38",1314,"-3.56","Tech"
1687,"2024-04-16","GOOG","929.63",3928,"4.04","Auto"
1688,"2024-03-27","MSFT","412.73",9322,"1.79","Tech"
1689,"2024-03-23","AMZN","909.84",3212,"1.00","Retail"
1690,"2024-05-07","GOOG","967.31",7984,"-4.00","Retail"
1691,"2024-05-22","GOOG","757.59",2102,"-0.59","Retail"
1692,"2024-06-29","GOOG","305.38",6226,"-3.40","Auto"
1693,"2024-03-29","TSLA","270.68",4710,"4.59","Auto"
1694,"2024-05-13","AAPL","465.98",1908,"-2.02","Tech"
1695,"2024-03-26","TSLA","450.30",3935,"4.51","Tech"
1696,"2024-06-02","AMZN","149.38",7668,"3.90","Tech"
1697,"2024-04-27","TSLA","294.73",8286,"-2.65","Auto"
